ORDERCODE|RECORD_TYPE|PRODUCT_ID|SKU|BRAND|MODEL_NAME|QUANTITY|STREET_PRICE|PRICE|WEIGHT|PICTURE_1|PICTURE_2|PICTURE_3|SEX|CAT|SUBCAT|MODEL_ID|BARCODE|MODEL_SIZE|COLOR_CODE|COLOR|MADE_IN|MATERIAL|EAN|STAGIONE|Titel_ITA|Description_ITA|Titel_EN|Description_EN|Titel_ES|Description_ES|Titel_FR|Description_FR|Titel_DE|Description_DE|Lunghezza|Profondita|Altezza|Product_url|Titel_BG|Description_BG|Titel_PL|Description_PL|Titel_CZ|Description_CZ|Titel_SK|Description_SK|Titel_HU|Description_HU|Titel_RO|Description_RO
K8116WWMAREVILLEL_VEWMR|PRODUCT|31347|K8116WWMAREVILLEL_VEWMR|K-WAY|K8116WWMAREVILLEL_VEWMR|3|231.00|64.87||https://cdn.stockfirmati.com/catalog/31347/k-wayborsadaviaggiomediauomoverde_1.jpg|https://cdn.stockfirmati.com/catalog/31347/k-wayborsadaviaggiomediauomoverde_2.jpg|https://cdn.stockfirmati.com/catalog/31347/k-wayborsadaviaggiomediauomoverde_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||verde|Verde|CINA|"100% Poliammide"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO VERDE"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, TRACOLLA REGOLABILE E REMOVIBILE, 3 TASCHE ESTERNE, 2 TASCHE INTERNE, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||60.0|30.0|30.0|https://www.stockfirmati.it/d/31347/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-verde||||||||||||
K8116WWMAREVILLEL_VEWMR_UNI|MODEL|31347|K8116WWMAREVILLEL_VEWMR|||3|231.00|64.87||||||||106816|8059075927912|UNI|verde|Verde|||8059075927912|||||||||||||||||||||||||||
K8116VWMAREVILLEM_VEWMR|PRODUCT|31346|K8116VWMAREVILLEM_VEWMR|K-WAY|K8116VWMAREVILLEM_VEWMR|3|216.00|60.81||https://cdn.stockfirmati.com/catalog/31346/k-wayborsadaviaggiomediauomoverde_1.jpg|https://cdn.stockfirmati.com/catalog/31346/k-wayborsadaviaggiomediauomoverde_2.jpg|https://cdn.stockfirmati.com/catalog/31346/k-wayborsadaviaggiomediauomoverde_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||verde|Verde|CINA|"100% Poliammide"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO VERDE"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, TRACOLLA REGOLABILE E REMOVIBILE, 3 TASCHE ESTERNE, 2 TASCHE INTERNE, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||50.0|25.0|36.0|https://www.stockfirmati.it/d/31346/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-verde||||||||||||
K8116VWMAREVILLEM_VEWMR_UNI|MODEL|31346|K8116VWMAREVILLEM_VEWMR|||3|216.00|60.81||||||||106815|8059075927714|UNI|verde|Verde|||8059075927714|||||||||||||||||||||||||||
K8116VWMAREVILLEM_NEUSY|PRODUCT|31345|K8116VWMAREVILLEM_NEUSY|K-WAY|K8116VWMAREVILLEM_NEUSY|2|216.00|60.81||https://cdn.stockfirmati.com/catalog/31345/k-wayborsadaviaggiomediauomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31345/k-wayborsadaviaggiomediauomonero_2.jpg|https://cdn.stockfirmati.com/catalog/31345/k-wayborsadaviaggiomediauomonero_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||nero|Nero|CINA|"100% Poliammide"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO NERO"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, TRACOLLA REGOLABILE E REMOVIBILE, 3 TASCHE ESTERNE, 2 TASCHE INTERNE, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||50.0|25.0|36.0|https://www.stockfirmati.it/d/31345/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-nero||||||||||||
K8116VWMAREVILLEM_NEUSY_UNI|MODEL|31345|K8116VWMAREVILLEM_NEUSY|||2|216.00|60.81||||||||106814|8059075927660|UNI|nero|Nero|||8059075927660|||||||||||||||||||||||||||
J30J325678_NEBEH|PRODUCT|31344|J30J325678_NEBEH|"CALVIN KLEIN"|J30J325678_NEBEH|47|44.00|15.48||https://cdn.stockfirmati.com/catalog/31344/calvinkleint-shirtmanichecorteuomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31344/calvinkleint-shirtmanichecorteuomonero_2.jpg||uomo|Abbigliamento|T-Shirt||||nero|Nero|TURCHIA|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO NERO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT BLACK"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN NEGRO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME NOIR"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT SCHWARZ"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31344/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-nero|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ ЧЕРНА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪГО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKA KOSZULKA Z KRÓTKIM RĘKAWEM CALVIN KLEIN CZARNA"|"T-SHIRT Z KRÓTKIM RĘKAWEM, OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNA REGENERACYJNA"|||"PÁNSKE TRIČKO CALVIN KLEIN S KRÁTKYM RUKÁVOM ČIERNA"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ FEKETE"|"RÖVID UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă negru"|"TRIOU CU MÂNECĂ SURȚĂ, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325678_NEBEH_XL|MODEL|31344|J30J325678_NEBEH|||33|44.00|15.48||||||||106811|8720639018949|XL|nero|Nero|||8720639018949|||||||||||||||||||||||||||
J30J325678_NEBEH_2XL|MODEL|31344|J30J325678_NEBEH|||14|44.00|15.48||||||||106810|8720639019120|2XL|nero|Nero|||8720639019120|||||||||||||||||||||||||||
J30J325688_BIYAF|PRODUCT|31343|J30J325688_BIYAF|"CALVIN KLEIN"|J30J325688_BIYAF|117|51.00|17.69||https://cdn.stockfirmati.com/catalog/31343/calvinkleint-shirtmanichecorteuomobianco_1.jpg|https://cdn.stockfirmati.com/catalog/31343/calvinkleint-shirtmanichecorteuomobianco_2.jpg||uomo|Abbigliamento|T-Shirt||||bianco|Bianco|EGITTO|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO BIANCO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT WHITE"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN BLANCO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME BLANC"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT WEISS"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31343/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-bianco|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ БЯЛА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪГО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKI T-SHIRT Z KRÓTKIM RĘKAWEM CALVIN KLEIN BIAŁY"|"T-SHIRT Z KRÓTKIM RĘKAWEM, Z OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNA REGENERACYJNA"|||"CALVIN KLEIN PÁNSKE TRIČKO S KRÁTKYM RUKÁVOM BIELY"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ, FEHÉR"|"RÖVID UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă alb"|"TRIOU CU MÂNECĂ SURȚĂ, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325688_BIYAF_S|MODEL|31343|J30J325688_BIYAF|||14|51.00|17.69||||||||106805|8720639008353|S|bianco|Bianco|||8720639008353|||||||||||||||||||||||||||
J30J325688_BIYAF_M|MODEL|31343|J30J325688_BIYAF|||29|51.00|17.69||||||||106807|8720639008636|M|bianco|Bianco|||8720639008636|||||||||||||||||||||||||||
J30J325688_BIYAF_L|MODEL|31343|J30J325688_BIYAF|||32|51.00|17.69||||||||106806|8720639009244|L|bianco|Bianco|||8720639009244|||||||||||||||||||||||||||
J30J325688_BIYAF_XL|MODEL|31343|J30J325688_BIYAF|||42|51.00|17.69||||||||106808|8720639009589|XL|bianco|Bianco|||8720639009589|||||||||||||||||||||||||||
J30J325679_BIYAF|PRODUCT|31342|J30J325679_BIYAF|"CALVIN KLEIN"|J30J325679_BIYAF|95|51.00|17.69||https://cdn.stockfirmati.com/catalog/31342/calvinkleint-shirtmanichecorteuomobianco_1.jpg|https://cdn.stockfirmati.com/catalog/31342/calvinkleint-shirtmanichecorteuomobianco_2.jpg||uomo|Abbigliamento|T-Shirt||||bianco|Bianco|BANGLADESH|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO BIANCO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT WHITE"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN BLANCO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME BLANC"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT WEISS"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31342/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-bianco|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ БЯЛА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪГО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKI T-SHIRT Z KRÓTKIM RĘKAWEM CALVIN KLEIN BIAŁY"|"T-SHIRT Z KRÓTKIM RĘKAWEM, OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNA REGENERACYJNA"|||"CALVIN KLEIN PÁNSKE TRIČKO S KRÁTKYM RUKÁVOM BIELY"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ, FEHÉR"|"RÖVID UJJÚ PÓLÓ, NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă alb"|"TRIOU CU MÂNECĂ SURȚĂ, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325679_BIYAF_M|MODEL|31342|J30J325679_BIYAF|||24|51.00|17.69||||||||106803|8720639013890|M|bianco|Bianco|||8720639013890|||||||||||||||||||||||||||
J30J325679_BIYAF_L|MODEL|31342|J30J325679_BIYAF|||30|51.00|17.69||||||||106801|8720639014071|L|bianco|Bianco|||8720639014071|||||||||||||||||||||||||||
J30J325679_BIYAF_XL|MODEL|31342|J30J325679_BIYAF|||30|51.00|17.69||||||||106804|8720639014231|XL|bianco|Bianco|||8720639014231|||||||||||||||||||||||||||
J30J325679_BIYAF_2XL|MODEL|31342|J30J325679_BIYAF|||11|51.00|17.69||||||||106802|8720639014262|2XL|bianco|Bianco|||8720639014262|||||||||||||||||||||||||||
J30J325678_BIYAF|PRODUCT|31341|J30J325678_BIYAF|"CALVIN KLEIN"|J30J325678_BIYAF|177|44.00|15.48||https://cdn.stockfirmati.com/catalog/31341/calvinkleint-shirtmanichecorteuomobianco_1.jpg|https://cdn.stockfirmati.com/catalog/31341/calvinkleint-shirtmanichecorteuomobianco_2.jpg||uomo|Abbigliamento|T-Shirt||||bianco|Bianco|TURCHIA|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO BIANCO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT WHITE"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN BLANCO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME BLANC"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT WEISS"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31341/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-bianco|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ БЯЛА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪЛО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKI T-SHIRT Z KRÓTKIM RĘKAWEM CALVIN KLEIN BIAŁY"|"T-SHIRT Z KRÓTKIM RĘKAWEM, Z OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNA REGENERACYJNA"|||"CALVIN KLEIN PÁNSKE TRIČKO S KRÁTKYM RUKÁVOM BIELY"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ, FEHÉR"|"RÖVID UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă alb"|"TRIOU CU MÂNECĂ SURȚĂ, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325678_BIYAF_S|MODEL|31341|J30J325678_BIYAF|||13|44.00|15.48||||||||106797|8720639007936|S|bianco|Bianco|||8720639007936|||||||||||||||||||||||||||
J30J325678_BIYAF_M|MODEL|31341|J30J325678_BIYAF|||31|44.00|15.48||||||||106799|8720639008131|M|bianco|Bianco|||8720639008131|||||||||||||||||||||||||||
J30J325678_BIYAF_L|MODEL|31341|J30J325678_BIYAF|||37|44.00|15.48||||||||106795|8720639008438|L|bianco|Bianco|||8720639008438|||||||||||||||||||||||||||
J30J325678_BIYAF_XL|MODEL|31341|J30J325678_BIYAF|||64|44.00|15.48||||||||106798|8720639008742|XL|bianco|Bianco|||8720639008742|||||||||||||||||||||||||||
J30J325678_BIYAF_2XL|MODEL|31341|J30J325678_BIYAF|||32|44.00|15.48||||||||106796|8720639009008|2XL|bianco|Bianco|||8720639009008|||||||||||||||||||||||||||
J30J325679_NEBEH|PRODUCT|31340|J30J325679_NEBEH|"CALVIN KLEIN"|J30J325679_NEBEH|154|51.00|17.69||https://cdn.stockfirmati.com/catalog/31340/calvinkleint-shirtmanichecorteuomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31340/calvinkleint-shirtmanichecorteuomonero_2.jpg||uomo|Abbigliamento|T-Shirt||||nero|Nero|BANGLADESH|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO NERO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT BLACK"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN NEGRO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME NOIR"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT SCHWARZ"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31340/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-nero|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ ЧЕРНА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪЛО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKA KOSZULKA Z KRÓTKIM RĘKAWEM CALVIN KLEIN CZARNA"|"T-SHIRT Z KRÓTKIM RĘKAWEM, Z OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNA REGENERACYJNA"|||"PÁNSKE TRIČKO CALVIN KLEIN S KRÁTKYM RUKÁVOM ČIERNA"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ FEKETE"|"RÖVID UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă NEGRU"|"TRIOU CU MÂNECĂ SURTE, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325679_NEBEH_S|MODEL|31340|J30J325679_NEBEH|||16|51.00|17.69||||||||106790|8720639026807|S|nero|Nero|||8720639026807|||||||||||||||||||||||||||
J30J325679_NEBEH_M|MODEL|31340|J30J325679_NEBEH|||41|51.00|17.69||||||||106792|8720639026869|M|nero|Nero|||8720639026869|||||||||||||||||||||||||||
J30J325679_NEBEH_L|MODEL|31340|J30J325679_NEBEH|||33|51.00|17.69||||||||106791|8720639027002|L|nero|Nero|||8720639027002|||||||||||||||||||||||||||
J30J325679_NEBEH_XL|MODEL|31340|J30J325679_NEBEH|||45|51.00|17.69||||||||106794|8720639027040|XL|nero|Nero|||8720639027040|||||||||||||||||||||||||||
J30J325679_NEBEH_2XL|MODEL|31340|J30J325679_NEBEH|||19|51.00|17.69||||||||106793|8720639027095|2XL|nero|Nero|||8720639027095|||||||||||||||||||||||||||
J30J325688_NEBEH|PRODUCT|31339|J30J325688_NEBEH|"CALVIN KLEIN"|J30J325688_NEBEH|62|51.00|17.69||https://cdn.stockfirmati.com/catalog/31339/calvinkleint-shirtmanichecorteuomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31339/calvinkleint-shirtmanichecorteuomonero_2.jpg||uomo|Abbigliamento|T-Shirt||||nero|Nero|EGITTO|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO NERO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT BLACK"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN NEGRO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME NOIR"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT SCHWARZ"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31339/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-nero|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ ЧЕРНА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪЛО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKA KOSZULKA Z KRÓTKIM RĘKAWEM CALVIN KLEIN CZARNA"|"T-SHIRT Z KRÓTKIM RĘKAWEM, OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNA REGENERACYJNA"|||"PÁNSKE TRIČKO CALVIN KLEIN S KRÁTKYM RUKÁVOM ČIERNA"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ FEKETE"|"RÖVID UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă NEGRU"|"TRIOU CU MÂNECĂ SURȚĂ, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325688_NEBEH_S|MODEL|31339|J30J325688_NEBEH|||3|51.00|17.69||||||||106787|8720639025008|S|nero|Nero|||8720639025008|||||||||||||||||||||||||||
J30J325688_NEBEH_M|MODEL|31339|J30J325688_NEBEH|||2|51.00|17.69||||||||106785|8720639025077|M|nero|Nero|||8720639025077|||||||||||||||||||||||||||
J30J325688_NEBEH_L|MODEL|31339|J30J325688_NEBEH|||22|51.00|17.69||||||||106789|8720639025237|L|nero|Nero|||8720639025237|||||||||||||||||||||||||||
J30J325688_NEBEH_XL|MODEL|31339|J30J325688_NEBEH|||29|51.00|17.69||||||||106786|8720639025282|XL|nero|Nero|||8720639025282|||||||||||||||||||||||||||
J30J325688_NEBEH_2XL|MODEL|31339|J30J325688_NEBEH|||6|51.00|17.69||||||||106788|8720639025442|2XL|nero|Nero|||8720639025442|||||||||||||||||||||||||||
J30J325680_NEBEH|PRODUCT|31338|J30J325680_NEBEH|"CALVIN KLEIN"|J30J325680_NEBEH|174|51.00|17.69||https://cdn.stockfirmati.com/catalog/31338/calvinkleint-shirtmanichecorteuomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31338/calvinkleint-shirtmanichecorteuomonero_2.jpg||uomo|Abbigliamento|T-Shirt||||nero|Nero|VIETNAM|"100% Cotone"||PE|"CALVIN KLEIN T-SHIRT MANICHE CORTE UOMO NERO"|"T-SHIRT MANICHE CORTE, GIROCOLLO, STAMPA, LOGO, 95% REGENERATIVE COTTON"|"CALVIN KLEIN MEN&#39;S SHORT SLEEVE T-SHIRT BLACK"|"SHORT SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 95% REGENERATIVE COTTON"|"CAMISETA MANGA CORTA HOMBRE CALVIN KLEIN NEGRO"|"CAMISETA DE MANGA CORTA, CUELLO REDONDO, ESTAMPADO, LOGO, 95% ALGODÓN REGENERATIVO"|"CALVIN KLEIN T-SHIRT À MANCHES COURTES HOMME NOIR"|"T-SHIRT À MANCHES COURTES, COL ROND, IMPRIMÉ, LOGO, 95% COTON RÉGÉNÉRATIF"|"CALVIN KLEIN HERREN-KURZARM-T-SHIRT SCHWARZ"|"KURZÄRMELIGES T-SHIRT, RUNDHALS, AUFDRUCK, LOGO, 95 % REGENERATIVE BAUMWOLLE"||||https://www.stockfirmati.it/d/31338/calvin-klein/t-shirt/uomo/calvin-klein-t-shirt-maniche-corte-uomo-nero|"CALVIN KLEIN МЪЖКА ТЕНИСКА С КЪС РЪКАВ ЧЕРНА"|"ТЕНИСКА С КЪС РЪКАВ, КРЪГО ДЕКО, ЩАМП, ЛОГО, 95% ВЪЗСТАНОВЯВАЩ ПАМУК"|"MĘSKA KOSZULKA Z KRÓTKIM RĘKAWEM CALVIN KLEIN CZARNA"|"T-SHIRT Z KRÓTKIM RĘKAWEM, Z OKRĘGIEM, NADRUKIEM, LOGO, 95% BAWEŁNY REGENERACYJNEJ"|||"PÁNSKE TRIČKO CALVIN KLEIN S KRÁTKYM RUKÁVOM ČIERNA"|"TRIČKO S KRÁTKYM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 95% REGENERAČNÁ BAVLNA"|"CALVIN KLEIN FÉRFI RÖVID UJJÚ PÓLÓ FEKETE"|"RÖVID UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 95% REGENERATÍV PAMUT"|"TRIOU BĂRBAȚI CALVIN KLEIN mânecă scurtă NEGRU"|"TRIOU CU MÂNECĂ SURȚĂ, GÂT TRU, IMPRIMUT, LOGO, 95% BUMBAC REGENERATIVE"
J30J325680_NEBEH_S|MODEL|31338|J30J325680_NEBEH|||17|51.00|17.69||||||||106780|8720639013562|S|nero|Nero|||8720639013562|||||||||||||||||||||||||||
